rent_price,house_area,year_from_built,distance,built_date,balcony_area,house_structure,floor,total_floor
89000.0,20.439698547120326,14,1080.0,2008-05-01,0.0,RC,7.0,8.0
87500.0,16.1521107003275,10,720.0,2011-12-01,0.0,RC,8.0,10.0
93000.0,29.24830189685256,9,680.0,2013-03-01,2.9,RC,8.0,8.0
116000.0,54.15618319138565,33,280.0,1989-06-01,0.0,RC,9.0,11.0
77000.0,32.815698874686326,49,360.0,1973-05-01,0.0,RC,5.0,5.0
103000.0,21.361626858864497,14,600.0,2008-09-01,0.0,RC,4.0,9.0
82000.0,26.87626561902702,15,560.0,2007-05-01,0.0,RC,8.0,10.0
157000.0,59.581382118799326,20,280.0,2002-02-01,0.0,RC,5.0,12.0
109000.0,15.833666584222316,15,240.0,2007-01-01,0.0,RC,5.0,9.0
125000.0,35.72719577430169,3,280.0,2019-02-01,0.0,RC,3.0,14.0
178000.0,48.61500969514706,3,600.0,2019-03-01,0.0,RC,3.0,7.0
71000.0,20.960530426720567,30,1160.0,1992-10-01,0.0,RC,14.0,14.0
100000.0,28.25225260112957,3,800.0,2018-12-01,0.0,RC,4.0,5.0
86000.0,37.709197109418405,17,360.0,2005-03-01,0.0,RC,2.0,11.0
93500.0,23.73786327243776,10,680.0,2012-09-01,0.0,RC,6.0,14.0
101000.0,38.45460275118895,14,480.0,2008-05-01,0.0,RC,3.0,8.0
145000.0,25.025791427106242,3,880.0,2019-05-01,0.0,RC,4.0,9.0
97000.0,19.997942642209086,10,760.0,2012-04-01,0.0,RC,3.0,7.0
67000.0,25.28488589144471,35,920.0,1987-03-01,0.0,鉄骨,2.0,4.0
196000.0,82.19462141143714,17,560.0,2005-10-01,0.0,RC,11.0,13.0
156000.0,54.639812339962425,13,360.0,2009-03-01,0.0,RC,19.0,28.0
131000.0,47.99014558614898,13,400.0,2008-12-01,0.0,RC,6.0,29.0
121000.0,26.62962603624222,3,280.0,2019-03-01,0.0,RC,3.0,14.0
103000.0,35.108306604158386,17,400.0,2005-04-01,0.0,RC,4.0,8.0
62000.0,13.060382795840795,19,400.0,2003-04-01,0.0,RC,2.0,5.0
97000.0,25.149024024740424,7,760.0,2015-09-01,0.0,RC,4.0,7.0
119000.0,50.28925789828637,34,520.0,1988-11-01,0.0,RC,3.0,10.0
203000.0,55.09692904855146,15,640.0,2007-04-01,0.0,RC,6.0,11.0
85000.0,34.65362839000317,44,480.0,1978-07-01,0.0,RC,11.0,14.0
211000.0,45.65766013557884,15,560.0,2007-01-01,0.0,RC,4.0,11.0
99500.0,24.485426418816164,8,320.0,2014-02-01,0.0,RC,8.0,13.0
72000.0,23.132943426026927,31,800.0,1991-03-01,0.0,RC,2.0,9.0
144000.0,40.07788471524961,17,1000.0,2005-03-01,0.0,RC,10.0,14.0
89000.0,27.595528152776954,10,560.0,2012-05-01,0.0,RC,2.0,5.0
67000.0,29.68266291221685,31,720.0,1991-08-01,0.0,RC,9.0,10.0
99500.0,32.27586000078977,14,1160.0,2008-09-01,0.0,RC,5.0,6.0
83000.0,39.154536391758015,35,1280.0,1987-02-01,0.0,RC,4.0,5.0
101000.0,30.36554476771176,10,360.0,2012-04-01,0.0,RC,11.0,14.0
60000.0,20.295443086001644,34,480.0,1988-07-01,0.0,RC,6.0,10.0
91000.0,27.279154393151867,15,920.0,2007-06-01,0.0,RC,11.0,13.0
84000.0,16.921311462450173,19,440.0,2002-12-01,0.0,RC,4.0,8.0
92000.0,23.739500440569685,15,880.0,2007-02-01,0.0,RC,4.0,7.0
162000.0,49.32372346613979,26,760.0,1996-02-01,0.0,RC,7.0,15.0
115000.0,45.09929686764127,11,640.0,2011-11-01,0.0,RC,9.0,14.0
90000.0,39.6006623846976,43,680.0,1979-05-01,0.0,鉄骨,2.0,4.0
129000.0,53.79293519863171,11,680.0,2011-02-01,0.0,鉄骨,5.0,10.0
143000.0,48.38479634360078,15,280.0,2007-04-01,0.0,RC,9.0,10.0
96000.0,27.61923770770146,13,920.0,2009-07-01,0.0,RC,4.0,7.0
67000.0,23.74931999024586,29,840.0,1993-10-01,0.0,RC,5.0,7.0
112000.0,27.229187191096074,5,640.0,2017-06-01,0.0,RC,3.0,11.0
116000.0,28.10213067261363,9,440.0,2013-08-01,0.0,RC,5.0,7.0
112000.0,32.175885503578456,38,360.0,1984-01-01,0.0,RC,2.0,6.0
159000.0,45.776282664533774,14,240.0,2007-12-01,0.0,RC,14.0,15.0
140000.0,38.335474801526516,14,400.0,2007-12-01,0.0,RC,2.0,15.0
79000.0,22.51121612300209,35,360.0,1987-06-01,0.0,RC,5.0,8.0
80000.0,25.046129708737737,18,560.0,2004-02-01,0.0,RC,9.0,12.0
79000.0,24.44275016996553,29,720.0,1993-03-01,0.0,RC,12.0,12.0
103000.0,23.700819566265753,5,440.0,2017-07-01,0.0,RC,2.0,10.0
102500.0,21.155827865004543,6,680.0,2016-11-01,0.0,RC,6.0,9.0
98000.0,24.355120472489638,8,200.0,2014-03-01,0.0,RC,12.0,13.0
70000.0,23.994407218462577,30,1200.0,1992-08-01,3.0,RC,5.0,14.0
84000.0,18.991505574486073,17,600.0,2005-09-01,0.0,RC,5.0,8.0
96000.0,23.20872143931319,4,520.0,2018-04-01,0.0,鉄骨,6.0,9.0
86500.0,28.726272413495263,14,800.0,2008-08-01,0.0,鉄骨,7.0,9.0
95000.0,25.0456227317352,33,960.0,1989-07-01,0.0,RC,4.0,5.0
84000.0,29.182722347031053,17,720.0,2005-10-01,0.0,RC,3.0,8.0
83500.0,30.63194567421862,14,1120.0,2008-11-01,0.0,鉄骨,2.0,4.0
62000.0,19.360984192236216,35,880.0,1987-05-01,0.0,鉄骨,4.0,4.0
95000.0,15.323265081004074,14,360.0,2008-02-01,0.0,RC,12.0,15.0
221000.0,72.44339581233432,1,720.0,2021-06-01,0.0,RC,9.0,9.0
85000.0,38.400623323517834,11,880.0,2011-05-01,0.0,RC,1.0,5.0
114000.0,25.699060125528778,1,800.0,2021-11-01,0.0,RC,6.0,9.0
55000.0,18.140283755854256,34,720.0,1988-02-01,0.0,RC,10.0,12.0
127000.0,38.09231922978436,24,760.0,1998-01-01,0.0,RC,6.0,11.0
121500.0,29.831316774883007,16,680.0,2006-04-01,0.0,RC,8.0,10.0
215000.0,44.569767151342226,1,600.0,2021-06-01,0.0,RC,11.0,11.0
102000.0,19.56806419967559,9,640.0,2013-04-01,0.0,RC,14.0,15.0
137000.0,32.8120318975369,20,680.0,2002-09-01,0.0,RC,7.0,7.0
117000.0,51.418780234446174,42,880.0,1980-02-01,0.0,RC,4.0,9.0
182000.0,53.85770932699791,14,640.0,2008-04-01,0.0,RC,5.0,14.0
104000.0,35.126023289588154,33,800.0,1989-11-01,0.0,鉄骨,3.0,6.0
73000.0,18.152238598412,16,1080.0,2006-02-01,0.0,RC,7.0,7.0
143000.0,43.527678357160816,11,600.0,2011-05-01,0.0,RC,11.0,12.0
89000.0,33.634614791348476,32,720.0,1990-05-01,0.0,鉄骨,10.0,10.0
95500.0,33.10953237493575,4,1080.0,2017-12-01,0.0,RC,4.0,7.0
95000.0,18.60934720190405,10,880.0,2012-04-01,0.0,RC,4.0,5.0
93000.0,23.29846573792715,14,1480.0,2008-04-01,0.0,RC,9.0,10.0
69000.0,13.70799618326876,33,1440.0,1989-01-01,0.0,鉄骨,3.0,6.0
101500.0,23.52957139216461,1,800.0,2021-11-01,0.0,鉄骨,4.0,5.0
72000.0,19.091317494193152,20,1440.0,2002-06-01,0.0,鉄骨,3.0,5.0
156000.0,57.762778997596804,16,560.0,2006-10-01,0.0,RC,10.0,10.0
82000.0,13.613912738244931,27,240.0,1995-09-01,0.0,鉄骨,4.0,5.0
100000.0,16.259410770864697,15,960.0,2007-03-01,0.0,RC,12.0,12.0
103000.0,36.81017508503514,13,1040.0,2009-08-01,0.0,RC,5.0,7.0
125000.0,55.29311281947688,34,360.0,1988-03-01,0.0,RC,5.0,6.0
94000.0,26.50540503864293,7,640.0,2015-05-01,0.0,RC,5.0,14.0
90000.0,21.451761618132824,14,640.0,2008-03-01,0.0,RC,4.0,14.0
172000.0,86.274706365117,42,760.0,1980-01-01,0.0,鉄骨,3.0,4.0
250000.0,66.01956578841082,13,440.0,2009-01-01,0.0,RC,17.0,29.0
173000.0,46.62545592303037,14,960.0,2008-02-01,0.0,RC,11.0,11.0
190000.0,61.12104599119133,10,440.0,2012-01-01,0.0,RC,6.0,11.0
131000.0,29.695008007873973,5,840.0,2017-01-01,0.0,RC,4.0,7.0
77800.0,28.065596043065028,15,880.0,2007-08-01,0.0,RC,5.0,13.0
102000.0,22.42290665929141,9,600.0,2013-01-01,2.9,RC,3.0,8.0
68000.0,25.141740860704964,44,440.0,1978-03-01,0.0,RC,4.0,8.0
90000.0,26.56729550162311,15,480.0,2006-12-01,0.0,RC,2.0,10.0
106500.0,28.02419077494094,8,640.0,2014-05-01,0.0,RC,9.0,13.0
107000.0,28.255743957031072,8,320.0,2014-04-01,0.0,RC,3.0,13.0
164000.0,52.866454203167144,7,800.0,2015-10-01,0.0,RC,6.0,7.0
147000.0,39.49915103261156,15,480.0,2007-10-01,8.75,RC,12.0,14.0
128000.0,30.911246765894592,4,280.0,2018-10-01,0.0,RC,8.0,14.0
120000.0,63.21371398452719,46,600.0,1976-03-01,0.0,RC,2.0,7.0
83500.0,14.557450782890506,17,240.0,2005-05-01,0.0,RC,9.0,14.0
96000.0,30.959939987405114,17,440.0,2005-03-01,0.0,RC,4.0,11.0
159000.0,27.07241869895448,14,360.0,2007-12-01,0.0,RC,13.0,13.0
122000.0,41.99532563583106,24,760.0,1997-12-01,0.0,RC,6.0,11.0
56000.0,15.5697175500643,40,440.0,1982-03-01,0.0,RC,4.0,5.0
75000.0,33.02248817195315,35,560.0,1987-11-01,0.0,RC,2.0,5.0
78000.0,23.62255974433404,16,760.0,2005-12-01,0.0,RC,7.0,8.0
135000.0,42.702601958997434,13,440.0,2008-12-01,0.0,RC,5.0,28.0
108000.0,21.187075638487283,1,480.0,2021-07-01,0.0,RC,7.0,14.0
55000.0,14.1243409717986,33,800.0,1989-03-01,0.0,鉄骨,4.0,4.0
68000.0,21.659112826838864,30,1120.0,1992-02-01,0.0,RC,3.0,12.0
70500.0,25.363427437724546,20,360.0,2002-05-01,0.0,RC,4.0,10.0
107500.0,29.10606388082684,7,640.0,2015-05-01,0.0,RC,7.0,10.0
86000.0,20.024828167051368,28,840.0,1994-03-01,0.0,鉄骨,3.0,3.0
93500.0,25.577020441319753,9,880.0,2013-09-01,0.0,RC,6.0,8.0
150000.0,41.57614108136967,15,800.0,2007-07-01,0.0,RC,5.0,13.0
86000.0,38.52506870148683,34,640.0,1988-02-01,0.0,RC,7.0,12.0
72000.0,19.548380899977563,24,880.0,1997-12-01,0.0,鉄骨,2.0,7.0
81000.0,22.267427362301184,22,520.0,2000-09-01,0.0,RC,3.0,8.0
111000.0,32.610403057806266,33,400.0,1989-03-01,0.0,RC,4.0,9.0
103000.0,30.554486601439006,6,800.0,2015-12-01,0.0,RC,2.0,7.0
140000.0,38.234618919707884,14,1080.0,2008-04-01,0.0,RC,2.0,7.0
184000.0,71.74737365374658,10,600.0,2012-02-01,0.0,RC,11.0,14.0
68000.0,16.906718481793725,10,1120.0,2012-01-01,0.0,鉄骨,3.0,3.0
110000.0,31.445394838130845,25,440.0,1997-08-01,0.0,RC,5.0,10.0
103150.0,25.38150536142032,8,440.0,2014-11-01,0.0,鉄骨,2.0,5.0
165000.0,54.042844079767264,16,600.0,2006-05-01,0.0,RC,10.0,10.0
83200.0,10.26585259330669,8,960.0,2014-04-01,3.0,RC,3.0,9.0
118000.0,25.9996974521026,3,920.0,2019-04-01,0.0,RC,2.0,9.0
69000.0,11.56406955720165,28,280.0,1994-11-01,0.0,鉄骨,4.0,5.0
71000.0,19.279759268375937,27,880.0,1995-03-01,0.0,鉄骨,3.0,5.0
101000.0,36.34306094477013,13,920.0,2009-08-01,0.0,RC,5.0,7.0
141000.0,29.73819933685467,13,480.0,2009-01-01,0.0,RC,19.0,28.0
66000.0,13.104722865583222,35,400.0,1987-02-01,0.0,鉄骨,3.0,7.0
99000.0,48.12816087337718,37,800.0,1985-07-01,0.0,RC,3.0,6.0
168000.0,39.57105452365729,2,840.0,2020-03-01,0.0,RC,3.0,7.0
125000.0,38.162990435626874,6,520.0,2016-08-01,0.0,RC,9.0,10.0
94000.0,24.973622667237,10,800.0,2012-05-01,0.0,RC,3.0,7.0
162000.0,52.92798702343273,15,1360.0,2006-12-01,0.0,RC,4.0,7.0
109000.0,42.436610234259895,44,480.0,1978-04-01,0.0,RC,9.0,12.0
180000.0,66.20006273642929,15,400.0,2007-10-01,0.0,RC,15.0,15.0
216000.0,72.66086551291954,7,200.0,2015-05-01,0.0,RC,3.0,14.0
131000.0,35.9975361135606,13,400.0,2008-12-01,0.0,RC,7.0,28.0
96000.0,17.310418200176017,15,360.0,2007-09-01,0.0,RC,4.0,13.0
125000.0,54.4014872884296,18,800.0,2004-04-01,0.0,RC,6.0,9.0
60000.0,11.480692325184043,35,760.0,1987-02-01,0.0,鉄骨,3.0,4.0
160000.0,48.10172034189631,15,1480.0,2007-07-01,0.0,RC,8.0,13.0
146000.0,60.50412223471744,9,760.0,2013-07-01,0.0,RC,5.0,7.0
85000.0,13.79410165290096,16,760.0,2006-05-01,0.0,RC,2.0,8.0
70000.0,15.654055046953339,26,760.0,1996-01-01,0.0,RC,11.0,11.0
101000.0,27.752684586912775,18,480.0,2004-01-01,0.0,RC,3.0,12.0
87000.0,20.796956046843665,15,480.0,2007-08-01,0.0,RC,6.0,10.0
116000.0,37.44753094421442,38,880.0,1984-05-01,0.0,RC,4.0,5.0
69000.0,19.864038357915984,33,1000.0,1989-11-01,0.0,RC,3.0,11.0
68000.0,16.353759270706746,24,320.0,1998-09-01,0.0,鉄骨,2.0,6.0
160000.0,41.10976576571173,26,760.0,1995-12-01,0.0,RC,10.0,15.0
94000.0,19.573197470959904,16,600.0,2005-12-01,0.0,RC,8.0,8.0
112000.0,34.82483625061717,30,840.0,1992-04-01,0.0,鉄骨,3.0,6.0
82000.0,23.7325397708753,11,760.0,2011-09-01,0.0,鉄骨,5.0,6.0
100000.0,28.61235090041319,9,1760.0,2012-12-01,0.0,RC,7.0,7.0
115000.0,20.039656752916606,3,720.0,2019-03-01,0.0,RC,4.0,7.0
91000.0,28.8656657399131,14,440.0,2007-12-01,0.0,RC,3.0,8.0
72000.0,24.620178440547882,34,760.0,1987-12-01,0.0,鉄骨,1.0,3.0
82000.0,24.968337479886568,32,520.0,1990-06-01,0.0,鉄骨,4.0,7.0
89500.0,30.407007549442337,17,240.0,2005-01-01,0.0,RC,10.0,14.0
187000.0,40.089237390870146,13,440.0,2009-02-01,0.0,RC,6.0,29.0
193000.0,104.66790414644834,17,520.0,2005-07-01,0.0,RC,2.0,13.0
147500.0,45.26799731859044,14,760.0,2008-10-01,0.0,RC,7.0,8.0
81000.0,25.93738350429527,24,800.0,1998-02-01,0.0,RC,9.0,14.0
178000.0,68.59747954935041,17,520.0,2005-08-01,0.0,RC,3.0,13.0
154000.0,44.4593273637714,13,360.0,2009-01-01,0.0,RC,6.0,28.0
97000.0,10.447162484683464,13,440.0,2009-06-01,0.0,RC,9.0,10.0
91000.0,19.065363480240997,16,760.0,2006-02-01,0.0,RC,11.0,11.0
152000.0,44.42775699502969,15,360.0,2007-11-01,0.0,RC,10.0,13.0
83000.0,15.640136071514222,15,880.0,2007-02-01,0.0,RC,8.0,8.0
97000.0,31.890905446438857,7,680.0,2015-10-01,3.0,RC,2.0,10.0
153000.0,36.55980969351703,15,440.0,2007-11-01,0.0,RC,10.0,15.0
151000.0,43.64283453601213,20,960.0,2002-11-01,0.0,RC,6.0,11.0
110000.0,53.158930315516535,27,1000.0,1995-05-01,0.0,RC,2.0,5.0
131000.0,30.324207747058868,14,760.0,2008-01-01,0.0,RC,10.0,14.0
78500.0,26.90240456530483,18,520.0,2004-01-01,0.0,RC,3.0,12.0
95000.0,25.35186724650703,11,800.0,2011-11-01,3.0,RC,3.0,9.0
82000.0,17.99381118628262,19,600.0,2003-01-01,0.0,RC,7.0,10.0
178000.0,54.79588321895084,15,600.0,2007-04-01,0.0,RC,3.0,11.0
90000.0,21.149796293728386,15,400.0,2007-08-01,0.0,RC,8.0,14.0
83000.0,18.94441411383427,30,906.0,1992-07-01,0.0,RC,12.0,12.0
73000.0,26.67766510467208,53,320.0,1969-10-01,0.0,鉄骨,3.0,3.0
173000.0,34.545747588783385,1,720.0,2021-01-01,0.0,RC,2.0,9.0
110000.0,36.76985384307563,18,440.0,2004-02-01,0.0,RC,4.0,12.0
98500.0,24.564374435492418,7,840.0,2015-09-01,0.0,RC,2.0,7.0
147000.0,40.793086696718824,9,640.0,2013-03-01,0.0,RC,11.0,15.0
143000.0,24.854212216190973,9,880.0,2013-08-01,0.0,RC,7.0,7.0
100000.0,15.067602510659112,14,640.0,2008-01-01,0.0,RC,6.0,14.0
91000.0,24.9837231426614,13,680.0,2009-01-01,0.0,RC,10.0,10.0
104000.0,44.65383653094332,33,800.0,1989-03-01,0.0,RC,5.0,9.0
78000.0,18.10163391874475,15,560.0,2007-03-01,0.0,RC,8.0,10.0
158000.0,41.91809036386123,3,720.0,2019-06-01,0.0,RC,3.0,7.0
75000.0,21.42483708051779,16,720.0,2006-07-01,0.0,RC,5.0,7.0
204000.0,63.464443843994886,17,640.0,2005-11-01,0.0,RC,10.0,13.0
83000.0,19.36178832461923,13,440.0,2008-12-01,0.0,鉄骨,2.0,6.0
67000.0,27.77609825045807,49,200.0,1973-07-01,0.0,RC,3.0,6.0
119000.0,42.12147771383315,40,640.0,1982-03-01,0.0,鉄骨,5.0,5.0
86000.0,29.417616922658684,19,640.0,2003-05-01,0.0,RC,8.0,9.0
161000.0,54.315647537471115,13,200.0,2009-03-01,0.0,RC,7.0,8.0
107000.0,40.87347564351258,40,960.0,1982-07-01,0.0,RC,6.0,13.0
158500.0,42.85464220977601,1,720.0,2020-12-01,4.06,RC,6.0,14.0
96000.0,26.651294330099518,14,200.0,2008-02-01,0.0,RC,2.0,15.0
181000.0,41.73038102913896,14,680.0,2008-04-01,0.0,RC,11.0,14.0
112000.0,43.52625182359562,30,1000.0,1992-04-01,0.0,鉄骨,3.0,6.0
108000.0,33.08107855749681,11,960.0,2010-12-01,0.0,RC,7.0,7.0
153000.0,24.377042225889163,15,480.0,2007-11-01,0.0,RC,6.0,15.0
69000.0,11.45090840958433,18,800.0,2004-07-01,0.0,鉄骨,2.0,4.0
103000.0,45.7221077890968,34,640.0,1988-06-01,0.0,RC,5.0,7.0
78500.0,33.77506645514082,32,440.0,1990-01-01,0.0,鉄骨,3.0,4.0
75000.0,24.392181441884066,14,1080.0,2008-03-01,0.0,RC,5.0,8.0
107000.0,31.577362265350814,8,320.0,2014-03-01,0.0,RC,9.0,13.0
90000.0,20.425610292302736,17,440.0,2004-12-01,0.0,RC,2.0,12.0
79000.0,34.99591056377134,43,880.0,1979-10-01,0.0,RC,3.0,5.0
103000.0,28.56790378436038,3,960.0,2019-09-01,0.0,RC,8.0,12.0
80000.0,21.54265263414226,18,400.0,2004-11-01,0.0,RC,3.0,7.0
120000.0,37.81770347401817,10,400.0,2012-06-01,0.0,RC,8.0,11.0
66000.0,15.800045061167047,34,640.0,1987-12-01,0.0,RC,9.0,12.0
83000.0,20.443112819682522,32,600.0,1990-11-01,0.0,RC,6.0,9.0
84000.0,24.153174188082193,43,320.0,1978-12-01,0.0,RC,7.0,14.0
92000.0,14.595469678638985,14,720.0,2008-03-01,0.0,RC,7.0,8.0
87100.0,14.605451757240026,16,280.0,2006-07-01,0.0,RC,14.0,14.0
193000.0,39.59266896788152,14,520.0,2008-01-01,0.0,RC,6.0,14.0
101000.0,30.401213154753304,35,720.0,1987-09-01,0.0,鉄骨,5.0,5.0
116000.0,36.10045764689304,4,520.0,2018-11-01,0.0,RC,6.0,14.0
82000.0,31.926400493062264,11,880.0,2011-07-01,0.0,鉄骨,3.0,6.0
71000.0,38.45672024237329,50,640.0,1972-02-01,0.0,鉄骨,3.0,4.0
92000.0,24.45475926589346,17,480.0,2005-03-01,0.0,RC,9.0,11.0
67000.0,29.92066831159644,35,320.0,1987-06-01,0.0,RC,2.0,5.0
90000.0,18.496044229921026,18,600.0,2003-12-01,0.0,鉄骨,8.0,9.0
124000.0,53.557174335395814,30,840.0,1992-09-01,0.0,RC,9.0,13.0
249000.0,42.251315201170726,16,200.0,2005-12-01,11.05,RC,34.0,45.0
102000.0,26.06679500789456,2,720.0,2020-05-01,0.0,RC,2.0,10.0
155000.0,52.47973322034442,13,1200.0,2009-03-01,0.0,RC,4.0,7.0
106000.0,47.34050833093975,49,480.0,1972-12-01,0.0,RC,2.0,8.0
91000.0,17.575570165612845,14,320.0,2008-03-01,0.0,RC,2.0,11.0
116000.0,34.125798196596314,18,240.0,2004-06-01,0.0,RC,8.0,9.0
86000.0,18.605989072600895,15,760.0,2007-05-01,0.0,RC,8.0,8.0
70000.0,19.867820895499175,34,280.0,1988-02-01,0.0,RC,2.0,8.0
67000.0,22.29517216837971,48,640.0,1974-04-01,2.5,RC,5.0,5.0
112000.0,29.514155739302126,6,360.0,2016-01-01,0.0,RC,2.0,10.0
87000.0,34.31950054584754,16,800.0,2006-04-01,0.0,RC,2.0,7.0
181000.0,51.36336682711024,4,280.0,2017-12-01,0.0,RC,8.0,14.0
143000.0,26.46972958910572,14,480.0,2008-03-01,0.0,RC,10.0,15.0
129000.0,66.88690679108987,42,440.0,1980-01-01,0.0,RC,10.0,12.0
103000.0,25.835530224870553,9,440.0,2013-01-01,0.0,RC,7.0,15.0
102000.0,27.082441574361,9,680.0,2013-07-01,0.0,RC,11.0,14.0
103000.0,42.86687689542446,22,400.0,2000-03-01,0.0,RC,8.0,10.0
85500.0,19.21724443629101,17,280.0,2005-03-01,0.0,RC,6.0,14.0
225000.0,89.21182956773553,15,520.0,2007-03-01,0.0,RC,6.0,11.0
86000.0,24.63030884394817,10,560.0,2012-08-01,2.9,RC,8.0,14.0
99500.0,19.020101766487972,7,560.0,2015-01-01,0.0,RC,7.0,14.0
171000.0,53.61684204834584,14,480.0,2008-05-01,0.0,RC,8.0,15.0
165000.0,25.02722583716061,2,420.0,2020-01-01,0.0,RC,3.0,13.0
54000.0,20.319717410870368,35,520.0,1987-03-01,0.0,鉄骨,5.0,5.0
100500.0,17.060332216114112,4,560.0,2018-03-01,0.0,鉄骨,7.0,9.0
78000.0,28.80872360538457,16,760.0,2005-12-01,0.0,RC,5.0,8.0
122000.0,57.321875509861066,33,320.0,1989-03-01,0.0,RC,8.0,11.0
163000.0,37.43144984348653,13,440.0,2009-04-01,0.0,RC,15.0,28.0
99000.0,21.65179614595057,8,360.0,2014-03-01,0.0,RC,3.0,13.0
119000.0,27.163294047863914,14,440.0,2008-02-01,0.0,RC,2.0,14.0
134000.0,48.224211078383675,33,560.0,1989-08-01,0.0,RC,5.0,11.0
105000.0,14.474256723313557,6,800.0,2016-03-01,0.0,RC,5.0,7.0
73000.0,10.413404509598688,38,200.0,1984-06-01,0.0,RC,3.0,5.0
96000.0,23.23718358851345,13,1040.0,2009-08-01,0.0,RC,7.0,7.0
91000.0,25.619241644592595,9,640.0,2013-03-01,0.0,RC,4.0,8.0
92000.0,23.22647898209218,15,440.0,2006-12-01,0.0,RC,2.0,10.0
102000.0,22.19300442064526,6,800.0,2016-04-01,0.0,鉄骨,2.0,9.0
150000.0,82.20081743570242,36,880.0,1986-06-01,0.0,鉄骨,2.0,4.0
74000.0,29.591127486634694,46,480.0,1976-05-01,0.0,RC,5.0,5.0
70000.0,21.91128337152775,34,800.0,1988-06-01,0.0,RC,6.0,12.0
98500.0,24.451144360033926,8,680.0,2014-11-01,0.0,RC,1.0,5.0
92000.0,27.432044415258225,7,920.0,2015-08-01,0.0,鉄骨,3.0,4.0
84000.0,22.091735175142546,18,1080.0,2004-05-01,0.0,RC,6.0,10.0
131000.0,42.397391192633584,11,920.0,2011-02-01,0.0,RC,2.0,7.0
66000.0,13.291205051351703,50,640.0,1972-06-01,0.0,RC,2.0,3.0
175000.0,31.740994402028775,15,640.0,2007-05-01,0.0,RC,7.0,10.0
77000.0,14.702334769458943,42,240.0,1980-05-01,0.0,鉄骨,2.0,4.0
114000.0,28.846409776960794,17,560.0,2005-05-01,0.0,RC,2.0,9.0
88000.0,26.62302540526641,15,1200.0,2007-07-01,0.0,鉄骨,2.0,6.0
91000.0,25.08779736692525,29,640.0,1993-07-01,0.0,RC,10.0,12.0
82000.0,37.35985620034497,10,1200.0,2012-02-01,0.0,鉄骨,3.0,5.0
97000.0,27.5047392401113,39,600.0,1983-05-01,0.0,RC,2.0,11.0
80000.0,14.813479839984812,12,960.0,2010-08-01,0.0,RC,6.0,7.0
164500.0,51.134680042362746,15,400.0,2007-10-01,0.0,RC,3.0,14.0
83500.0,21.989909994181275,1,600.0,2021-06-01,0.0,鉄骨,5.0,5.0
79000.0,30.894306526446133,17,520.0,2005-05-01,0.0,鉄骨,3.0,4.0
90000.0,21.964052893395568,16,640.0,2006-06-01,0.0,RC,4.0,10.0
75000.0,26.08551417510091,16,1000.0,2005-12-01,0.0,RC,7.0,7.0
77000.0,21.680270683418176,51,280.0,1971-09-01,0.0,RC,5.0,5.0
114000.0,16.337626226423243,4,440.0,2018-03-01,0.0,RC,8.0,12.0
87000.0,20.867860660202698,17,760.0,2005-06-01,0.0,鉄骨,5.0,6.0
89000.0,24.258721091786374,26,720.0,1996-10-01,0.0,鉄骨,2.0,6.0
196000.0,49.31590848021089,10,760.0,2012-04-01,0.0,RC,7.0,7.0
83000.0,27.615688383345617,15,800.0,2007-01-01,0.0,RC,5.0,8.0
77000.0,30.494917274832314,19,2120.0,2003-06-01,0.0,鉄骨,3.0,3.0
77000.0,35.37910239907052,21,400.0,2000-12-01,0.0,RC,2.0,10.0
58000.0,21.61959526994444,34,480.0,1988-10-01,0.0,RC,4.0,10.0
92000.0,37.06044576875969,43,760.0,1979-09-01,0.0,RC,2.0,7.0
95000.0,30.034139270832643,17,1600.0,2005-03-01,0.0,RC,4.0,6.0
92000.0,24.335446361075533,9,520.0,2013-06-01,0.0,RC,7.0,7.0
182000.0,61.88197571171121,10,800.0,2012-04-01,0.0,RC,7.0,7.0
62000.0,29.07797639512645,36,360.0,1986-04-01,0.0,RC,5.0,11.0
156000.0,36.46729983454978,13,360.0,2009-05-01,0.0,RC,4.0,28.0
79000.0,30.07076742473253,31,560.0,1991-02-01,0.0,鉄骨,4.0,5.0
155000.0,38.99071914871107,14,360.0,2008-02-01,0.0,RC,8.0,15.0
82000.0,30.12446256582391,43,400.0,1979-02-01,0.0,RC,7.0,7.0
71000.0,15.190275110413317,29,680.0,1993-09-01,0.0,RC,11.0,12.0
90000.0,24.0803367833429,14,680.0,2008-08-01,0.0,RC,3.0,8.0
138000.0,36.527261329402606,6,600.0,2016-09-01,0.0,鉄骨,10.0,11.0
87000.0,20.958010897574198,18,640.0,2004-04-01,0.0,RC,9.0,12.0
110000.0,23.418136850622084,35,320.0,1987-04-01,0.0,RC,2.0,5.0
144000.0,54.78861523952661,14,440.0,2008-02-01,0.0,RC,6.0,15.0
82000.0,23.310351008693708,21,400.0,2001-01-01,0.0,RC,4.0,10.0
90000.0,22.676643036518772,17,640.0,2005-03-01,0.0,RC,5.0,12.0
78000.0,21.547231296523144,34,480.0,1987-12-01,0.0,鉄骨,2.0,5.0
196000.0,62.96951329824182,15,600.0,2007-01-01,0.0,RC,4.0,11.0
208000.0,30.28599695172869,4,280.0,2018-11-01,0.0,RC,14.0,14.0
72000.0,21.76723814710198,24,400.0,1998-01-01,3.67,RC,4.0,7.0
