property_id,station_id,distance,house_area,rent_price,total_floor,floor,built_date,house_structure
4106,38,800,7,60000,3,1,1987-06-01,RC
4107,43,280,16,112000,6,2,2010-05-01,RC
4108,13,760,19,97000,12,3,2012-02-01,RC
4109,50,1240,41,130000,2,2,2007-02-01,鉄骨
4110,46,513,19,83000,3,2,1973-09-01,RC
4111,28,960,13,51000,4,2,1988-08-01,鉄骨
4112,2,1040,13,81000,3,2,1984-07-01,鉄骨
4113,21,440,49,161000,8,6,2016-09-01,RC
4114,83,480,12,63000,4,3,1989-03-01,RC
4115,17,640,8,56000,9,3,1972-02-01,RC
4116,37,680,58,223000,13,7,2006-02-01,RC
4117,62,840,26,142000,8,5,1985-05-01,RC
4118,29,680,39,179000,7,1,2018-11-01,RC
4119,72,280,40,75000,5,4,1982-05-01,鉄骨
4120,30,720,54,142000,10,1,2001-07-01,RC
4121,16,400,41,93500,14,12,2008-02-01,RC
4122,35,1120,16,80000,5,4,1992-02-01,RC
4123,60,1200,20,65000,14,3,1993-07-01,RC
4124,91,120,63,95800,5,4,1965-08-01,RC
4125,36,1280,21,81000,13,2,2003-05-01,RC
4126,10,200,22,63000,4,2,1996-04-01,RC
4127,1,760,11,73000,10,5,1996-04-01,RC
4128,9,720,16,89000,8,8,2005-04-01,RC
4129,29,1120,13,118000,11,11,2007-01-01,RC
4130,60,600,28,79000,4,3,1970-12-01,RC
4131,38,520,11,89000,13,8,2005-04-01,RC
4132,6,720,33,173000,17,12,2016-02-01,RC
4133,95,280,29,64000,4,3,1991-03-01,RC
4134,85,680,24,73000,3,2,2014-04-01,鉄骨
4135,32,520,19,75500,13,7,2005-12-01,RC
4136,90,200,28,143000,11,9,2008-10-01,鉄骨
4137,38,480,16,62000,3,1,1991-08-01,鉄骨
4138,23,120,16,93000,12,2,2005-01-01,RC
4139,9,640,31,111000,4,3,1987-11-01,鉄骨
4140,9,400,24,81000,13,2,2005-08-01,RC
4141,52,1280,36,47000,2,1,1971-05-01,RC
4142,1,1480,29,83000,14,8,2006-02-01,RC
4143,12,400,12,83000,6,3,2006-09-01,RC
4144,99,1240,17,62000,3,3,1993-03-01,RC
4145,44,200,13,51000,3,1,1988-07-01,RC
4146,29,1420,26,133000,7,5,1990-07-01,RC
4147,45,800,35,95000,4,1,1990-10-01,RC
4148,12,480,20,92000,3,2,2005-03-01,鉄骨
4149,46,1120,14,62000,4,4,1991-03-01,RC
4150,12,840,35,161000,3,2,2010-09-01,RC
4151,59,520,51,99000,3,3,1994-08-01,鉄骨
4152,9,440,25,101000,10,3,2002-07-01,RC
4153,35,320,28,98000,11,2,2009-02-01,RC
4154,99,280,18,103000,9,3,1998-04-01,RC
4155,72,960,21,60000,3,3,1989-01-01,鉄骨
4156,2,480,13,83000,4,4,1998-06-01,RC
4157,12,240,32,75000,3,2,1982-10-01,RC
4158,32,440,46,109000,11,4,1996-01-01,RC
4159,72,800,43,89000,6,6,2008-12-01,RC
4160,96,1160,19,69000,8,2,1999-09-01,RC
4161,85,640,15,70000,10,2,1995-08-01,RC
4162,69,200,36,68000,5,2,1991-09-01,鉄骨
4163,52,640,74,149000,14,5,2017-05-01,RC
4164,59,680,47,98000,4,4,1992-02-01,鉄骨
4165,13,160,20,109000,13,5,2014-06-01,RC
4166,72,920,27,62000,4,3,1992-02-01,RC
4167,5,360,30,130000,3,3,1981-05-01,RC
4168,2,1090,14,68000,6,5,1991-12-01,RC
4169,12,800,13,96000,6,3,2004-04-01,RC
4170,20,760,32,139000,11,4,2006-02-01,RC
4171,36,160,47,176000,13,12,2006-05-01,RC
4172,98,520,70,233000,5,4,2009-04-01,RC
4173,44,720,49,124000,8,6,1985-12-01,RC
4174,85,680,25,64000,4,4,1986-01-01,鉄骨
4175,19,1000,27,159000,6,4,2007-03-01,RC
4176,14,400,25,86000,6,3,1980-11-01,RC
4177,90,160,10,74000,8,2,1980-05-01,RC
4178,54,360,65,245000,9,4,1998-07-01,RC
4179,17,280,23,173000,24,12,2008-03-01,RC
4180,54,480,36,156000,8,5,1978-12-01,RC
4181,2,680,38,271000,4,4,2019-03-01,鉄骨
4182,21,920,37,110000,3,3,1998-03-01,鉄骨
4183,50,600,41,165000,4,2,2014-10-01,鉄骨
4184,96,800,16,85000,8,5,2000-12-01,RC
4185,2,120,45,269000,34,20,2007-02-01,RC
4186,2,1640,15,59000,3,1,1996-07-01,鉄骨
4187,16,1280,18,57000,3,3,1987-05-01,RC
4188,21,400,23,70000,4,1,1990-03-01,鉄骨
4189,96,560,20,95000,3,1,2007-02-01,RC
4190,72,640,30,66000,7,6,1989-12-01,RC
4191,91,920,78,146000,5,2,1990-03-01,RC
4192,6,440,23,187000,17,11,2008-01-01,RC
4193,35,720,27,68000,3,1,1987-10-01,RC
4194,2,440,14,138000,4,1,2016-11-01,RC
4195,16,1280,46,79000,4,3,2012-01-01,RC
4196,62,240,23,139000,3,3,2015-01-01,RC
4197,96,400,36,82000,4,2,1979-05-01,RC
4198,13,1640,38,106000,12,8,2006-05-01,RC
4199,50,480,18,99000,8,2,2009-06-01,RC
4200,44,360,99,152000,7,4,1988-03-01,RC
4201,91,880,50,86000,2,2,1986-05-01,RC
4202,52,960,20,52000,8,1,1999-02-01,RC
4203,12,720,23,127000,4,2,1996-12-01,RC
4204,40,800,16,77000,7,2,1997-01-01,RC
4205,90,160,30,110000,13,2,2006-11-01,RC
4206,22,760,17,59000,2,1,1989-02-01,鉄骨
4207,29,1240,7,59000,3,2,1989-06-01,RC
4208,3,880,11,92000,13,6,2001-08-01,RC
4209,69,320,33,86000,4,3,2002-04-01,RC
4210,9,760,28,147000,12,10,2016-02-01,RC
4211,7,440,43,134000,14,9,2005-10-01,RC
4212,37,680,20,123000,13,7,2006-04-01,RC
4213,91,800,27,67000,5,5,1990-06-01,RC
4214,12,1320,56,188000,7,5,2007-12-01,RC
4215,48,640,20,75000,4,2,1977-07-01,RC
4216,19,1200,38,122000,3,3,1988-11-01,RC
4217,100,1160,26,100000,5,5,2018-04-01,RC
4218,59,1320,27,56000,4,3,1977-03-01,鉄骨
4219,90,360,25,87000,13,6,2006-09-01,RC
4220,44,640,50,105000,5,4,1981-05-01,RC
4221,83,200,24,71000,5,4,1996-06-01,鉄骨
4222,46,760,34,109000,5,1,2020-04-01,RC
4223,16,880,18,76000,3,3,2017-09-01,鉄骨
4224,59,640,77,109000,3,1,1994-02-01,鉄骨
4225,40,320,19,74000,4,2,1991-08-01,鉄骨
4226,12,320,27,95000,8,4,1981-06-01,RC
4227,72,480,61,131000,8,3,1991-02-01,RC
4228,6,760,11,101000,3,3,1998-04-01,鉄骨
4229,46,600,27,95500,15,6,2012-09-01,RC
4230,91,520,41,85000,3,1,1985-02-01,RC
4231,17,440,21,109000,13,2,2015-01-01,RC
4232,13,640,58,169000,13,11,2004-09-01,RC
4233,46,920,36,124000,14,12,2006-11-01,RC
4234,23,400,14,78600,11,4,2001-09-01,RC
4235,2,1160,12,61000,3,1,1981-02-01,鉄骨
4236,69,840,27,93000,8,8,2019-07-01,RC
4237,22,360,63,152000,5,3,1982-02-01,RC
4238,100,640,29,89500,3,2,2016-02-01,鉄骨
4239,18,960,68,195000,9,2,2003-05-01,RC
4240,50,840,23,105000,6,1,1992-01-01,RC
4241,85,280,20,82000,14,9,2008-08-01,RC
4242,98,640,10,71000,3,1,1988-01-01,RC
4243,43,760,20,88000,5,1,1998-05-01,RC
4244,22,40,75,112000,4,2,1986-10-01,RC
4245,12,880,48,264000,6,3,1991-03-01,RC
4246,2,760,9,51000,4,2,1984-05-01,RC
4247,90,320,54,187000,12,8,2008-03-01,RC
4248,44,600,19,45000,8,3,1990-04-01,RC
4249,96,840,67,162000,3,2,2004-04-01,RC
4250,46,1360,50,122000,4,4,1991-12-01,RC
4251,19,1000,21,97000,3,2,1972-04-01,鉄骨
4252,16,600,35,65000,4,3,1973-03-01,RC
4253,35,1120,19,94500,6,5,2014-01-01,RC
4254,52,840,21,54500,3,2,2001-03-01,鉄骨
4255,22,840,18,77000,4,4,1987-10-01,RC
4256,20,760,64,328000,11,9,2018-08-01,RC
4257,6,640,62,395000,16,6,1999-05-01,RC
4258,46,400,11,101500,10,9,2007-12-01,RC
4259,6,1360,224,593000,4,2,2001-12-01,RC
4260,52,840,28,43000,5,1,1994-03-01,RC
4261,21,680,14,103000,5,5,2014-11-01,RC
4262,23,720,28,94000,10,5,2001-07-01,RC
4263,7,480,24,91000,10,7,2005-12-01,RC
4264,5,800,13,102000,13,7,2019-06-01,RC
4265,99,760,11,83000,3,1,1989-08-01,RC
4266,37,400,73,236000,12,10,2002-01-01,RC
4267,20,320,61,228000,7,7,2000-01-01,RC
4268,10,520,30,80000,3,3,1995-02-01,鉄骨
4269,45,400,51,139000,14,3,2007-09-01,RC
4270,23,640,21,87000,9,3,2001-05-01,RC
4271,50,560,16,74000,7,5,1972-09-01,RC
4272,60,160,22,95000,12,9,2012-03-01,RC
4273,6,840,18,86000,15,10,2002-06-01,RC
4274,74,720,87,100000,10,4,1971-03-01,RC
4275,96,840,34,89000,10,9,2004-04-01,RC
4276,19,1560,59,83000,5,3,1967-10-01,RC
4277,35,520,39,139000,12,5,2011-01-01,RC
4278,35,560,49,168000,9,6,2005-08-01,RC
4279,35,80,27,102000,15,3,2007-12-01,RC
4280,20,960,79,201000,11,7,1979-06-01,RC
4281,2,960,7,48000,3,2,1990-05-01,鉄骨
4282,67,1400,26,68000,3,1,2005-09-01,RC
4283,23,320,43,146000,11,9,1985-08-01,RC
4284,35,640,16,72000,5,4,1978-05-01,RC
4285,60,240,83,202000,14,7,2000-09-01,RC
4286,95,1560,37,63000,5,2,1988-02-01,RC
4287,83,800,42,117000,9,2,2014-11-01,RC
4288,43,640,65,227000,8,4,2008-03-01,RC
4289,12,640,36,90000,13,9,2002-03-01,RC
4290,46,880,15,76800,11,8,1997-03-01,RC
4291,21,920,35,105000,3,2,1985-06-01,RC
4292,72,480,65,125000,8,7,1991-02-01,RC
4293,83,840,39,193000,22,19,2009-07-01,RC
4294,50,440,61,140000,4,1,1991-01-01,RC
4295,69,2360,48,90000,3,2,2003-02-01,鉄骨
4296,45,280,34,121000,14,9,2007-11-01,RC
4297,48,720,42,181000,15,3,2005-08-01,RC
4298,46,1360,17,71000,8,1,2006-03-01,RC
4299,3,920,38,138000,10,9,2003-03-01,RC
4300,38,800,18,83000,5,1,2005-02-01,RC
4301,60,760,27,97000,5,3,2007-08-01,RC
4302,38,800,26,144000,9,8,2009-05-01,RC
4303,74,920,62,111000,3,1,2010-10-01,鉄骨
4304,100,840,67,171000,12,7,1998-02-01,RC
4305,21,640,8,44000,4,3,1972-03-01,RC
4306,69,1200,25,71000,3,1,2007-02-01,鉄骨
4307,50,360,46,72000,5,5,1991-07-01,RC
4308,5,440,61,253000,25,10,2014-12-01,RC
4309,48,640,36,92000,12,11,1996-11-01,RC
4310,18,1000,17,94000,10,9,2004-11-01,RC
4311,10,920,20,65000,5,2,1989-02-01,RC
4312,20,520,25,101000,4,4,1969-08-01,RC
4313,10,520,12,96000,10,2,2017-11-01,RC
4314,5,1080,17,124000,11,11,2006-05-01,RC
4315,20,1040,15,122000,4,2,2021-01-01,RC
4316,44,320,30,81000,5,3,1997-02-01,RC
4317,48,440,36,130000,12,9,1999-10-01,RC
4318,91,920,19,70000,7,3,2005-03-01,RC
4319,72,520,14,70500,8,6,1996-10-01,RC
4320,59,800,27,82000,3,1,2003-08-01,RC
4321,45,960,29,74000,3,2,2009-09-01,鉄骨
4322,10,600,39,82000,10,4,1964-02-01,RC
4323,40,440,15,91000,15,13,2008-03-01,RC
4324,85,1320,27,59000,10,1,1992-12-01,RC
4325,7,560,75,425000,12,6,2007-09-01,RC
4326,30,800,46,111000,5,3,1986-12-01,RC
4327,65,520,14,94000,14,11,2002-12-01,RC
4328,23,520,18,105500,14,2,1998-07-01,RC
4329,1,600,26,85000,3,1,1976-10-01,RC
4330,44,1800,21,74000,5,2,2000-09-01,RC
4331,62,320,49,290000,7,3,2002-01-01,RC
4332,19,1040,17,65000,3,1,1994-03-01,鉄骨
4333,100,480,35,53000,3,2,1976-01-01,鉄骨
4334,19,600,23,76000,3,2,1994-06-01,RC
4335,72,520,18,71000,7,3,1987-04-01,RC
4336,50,520,33,74000,4,3,1968-02-01,RC
4337,36,280,28,104000,8,5,2003-01-01,鉄骨
4338,48,640,35,144000,7,2,2004-06-01,RC
4339,83,720,59,115000,5,3,1977-11-01,RC
4340,50,1080,17,73000,2,2,1993-05-01,鉄骨
4341,85,760,34,85500,11,5,2014-07-01,RC
4342,38,960,8,57000,4,4,1985-07-01,RC
4343,35,200,49,160000,12,8,2002-05-01,RC
4344,43,720,29,220000,13,2,2018-02-01,RC
4345,16,520,33,85000,5,4,1980-10-01,RC
4346,17,880,40,191000,47,17,2002-10-01,RC
4347,98,200,19,89000,8,5,2004-05-01,RC
4348,23,640,26,103500,5,5,1998-02-01,RC
4349,35,960,21,135000,7,3,2010-11-01,RC
4350,83,280,20,94000,11,4,2008-11-01,RC
4351,29,1000,16,60000,5,2,1988-08-01,RC
4352,74,360,61,135000,6,4,1990-05-01,RC
4353,44,2840,31,145000,5,5,1998-08-01,RC
4354,43,640,18,92000,5,4,1977-11-01,RC
4355,65,480,55,254000,15,15,2011-12-01,RC
4356,52,1680,45,154000,7,1,2003-02-01,RC
4357,67,960,29,59500,3,2,1991-12-01,鉄骨
4358,44,800,27,61000,5,3,1986-11-01,RC
4359,36,560,23,90000,12,9,2005-05-01,RC
4360,90,560,25,76000,7,6,1998-02-01,RC
4361,59,840,32,84800,14,6,2007-08-01,RC
4362,19,1480,21,88000,4,4,2013-06-01,RC
4363,67,800,26,77000,3,2,1989-11-01,RC
4364,20,280,15,133000,12,9,1998-04-01,RC
4365,23,280,21,95100,12,3,2012-10-01,RC
4366,59,360,58,157000,12,2,1999-08-01,RC
4367,59,760,56,88000,3,1,1982-11-01,RC
4368,37,800,31,152000,15,11,2005-11-01,RC
4369,5,1000,95,396000,7,7,2005-11-01,RC
4370,67,1160,47,123330,10,5,2004-05-01,RC
4371,48,560,23,117000,14,5,2012-04-01,RC
4372,29,520,45,120000,4,2,1989-06-01,RC
4373,32,880,15,55000,12,10,1992-04-01,RC
4374,6,1200,36,176000,7,3,2004-12-01,RC
4375,16,640,85,162000,10,9,2007-08-01,RC
4376,36,160,17,129000,13,12,2015-02-01,RC
4377,65,520,24,144000,14,4,2005-04-01,RC
4378,14,360,14,82000,2,1,2015-10-01,RC
4379,90,280,57,200000,12,8,2008-04-01,RC
4380,37,520,39,175000,5,3,2007-11-01,RC
4381,38,360,28,86000,8,5,1989-03-01,RC
4382,90,800,16,87000,9,4,2002-03-01,RC
4383,23,1000,14,100500,13,12,1998-01-01,RC
4384,100,880,16,72000,4,3,1992-10-01,RC
4385,99,600,16,82000,3,1,2005-12-01,鉄骨
4386,36,440,26,90000,13,7,2005-10-01,RC
4387,96,720,35,97000,5,5,1980-02-01,鉄骨
4388,2,840,16,65000,4,1,1990-09-01,鉄骨
4389,59,2120,44,77000,3,3,1989-04-01,鉄骨
4390,67,640,24,76000,5,4,2000-10-01,RC
4391,1,840,24,90000,5,2,1973-07-01,その他
4392,16,560,52,146000,10,7,2007-11-01,RC
4393,2,840,19,81000,7,4,2008-09-01,RC
4394,22,920,28,70000,2,2,1998-07-01,鉄骨
4395,35,840,58,188000,12,9,2005-03-01,RC
4396,19,680,44,168000,3,2,2012-10-01,RC
4397,5,400,60,278000,31,27,2003-01-01,RC
4398,46,1320,9,78000,8,2,2006-01-01,RC
4399,29,600,33,136000,6,3,2001-01-01,RC
4400,29,720,44,178000,10,1,2008-01-01,RC
4401,19,1000,67,150000,4,4,1996-02-01,RC
4402,59,1080,39,94000,11,7,1995-05-01,RC
4403,59,400,33,66000,3,1,2007-10-01,鉄骨
4404,83,600,10,53000,5,5,1994-09-01,RC
4405,44,240,50,103500,5,3,2006-06-01,鉄骨
4406,50,880,27,77000,10,2,2003-02-01,RC
4407,46,280,10,91000,14,7,2006-05-01,RC
4408,91,560,56,107000,3,1,2006-10-01,鉄骨
4409,5,1400,19,86000,9,6,2004-01-01,RC
4410,50,320,29,122000,11,2,2004-01-01,RC
4411,20,200,19,130000,12,6,2012-03-01,RC
4412,45,520,20,79000,5,1,2014-02-01,RC
4413,19,2160,23,113000,4,1,2017-02-01,RC
4414,100,920,17,69000,10,9,1988-05-01,RC
4415,35,400,16,73000,4,4,1992-03-01,鉄骨
4416,50,880,59,204000,3,3,1991-01-01,RC
4417,12,800,33,114000,11,3,1990-01-01,RC
4418,91,760,27,83000,9,8,1991-02-01,RC
4419,35,440,16,65000,6,2,1987-08-01,RC
4420,19,680,42,117000,6,3,1978-04-01,RC
4421,52,760,59,83000,4,1,1996-01-01,RC
4422,6,160,83,239000,14,9,2015-05-01,RC
4423,19,680,53,107000,4,1,2010-01-01,RC
4424,2,680,30,123000,14,4,2013-05-01,RC
4425,23,240,25,136000,10,2,2007-06-01,RC
4426,32,960,25,69000,6,4,1965-12-01,RC
4427,99,440,13,69000,2,2,1997-06-01,鉄骨
4428,20,440,39,241000,14,9,2004-12-01,RC
4429,10,520,41,78000,4,3,1974-12-01,RC
4430,2,800,18,113500,14,7,2019-08-01,RC
4431,60,280,12,83000,9,3,2018-09-01,鉄骨
4432,10,720,115,155000,15,2,2006-05-01,RC
4433,5,1120,102,427000,8,4,2005-06-01,RC
4434,99,800,24,70000,4,2,1986-01-01,RC
4435,21,520,11,85000,15,1,2007-02-01,RC
4436,22,1560,15,73000,3,2,2004-08-01,RC
4437,85,560,52,115000,9,9,1979-11-01,RC
4438,13,840,53,90000,4,2,1988-03-01,鉄骨
4439,46,320,18,90000,6,4,2005-01-01,RC
4440,90,480,25,102000,12,5,2008-01-01,RC
4441,2,160,79,312000,32,24,2006-10-01,RC
4442,60,800,25,94000,12,7,2002-09-01,RC
4443,32,280,72,140900,5,2,1993-11-01,RC
4444,50,280,22,83000,3,2,1980-03-01,RC
4445,59,720,20,80000,3,3,1988-07-01,鉄骨
4446,2,600,17,88000,14,13,2002-02-01,RC
4447,98,280,17,77000,3,1,2001-08-01,鉄骨
4448,1,840,28,83000,6,5,2000-07-01,RC
4449,35,840,19,93000,7,4,2012-04-01,RC
4450,37,400,36,168000,8,3,2006-02-01,RC
4451,54,160,22,156000,13,4,2005-06-01,RC
4452,48,920,74,248000,12,2,2004-12-01,RC
4453,44,1120,53,116000,3,1,1997-04-01,RC
4454,59,840,33,76500,3,3,2005-09-01,鉄骨
4455,96,960,10,70000,2,2,1991-01-01,鉄骨
4456,90,320,44,207000,10,7,2018-12-01,RC
4457,29,1120,51,227000,14,12,2000-03-01,RC
4458,72,760,17,76000,3,2,2004-04-01,鉄骨
4459,52,880,72,86000,4,4,1994-05-01,鉄骨
4460,12,720,36,172000,5,3,1999-02-01,RC
4461,100,360,58,135000,15,2,2011-11-01,RC
4462,12,520,46,156000,7,2,2006-02-01,RC
4463,21,400,20,90000,12,2,2007-07-01,RC
4464,17,360,64,247000,56,14,2003-12-01,RC
4465,83,400,22,99000,10,10,2008-06-01,RC
4466,50,760,22,108000,3,1,2020-03-01,鉄骨
4467,20,160,48,244000,10,6,2005-05-01,RC
4468,37,600,32,100500,12,5,2013-02-01,RC
4469,10,400,21,77000,3,1,2011-08-01,鉄骨
4470,99,480,36,96000,8,2,2017-06-01,RC
4471,52,1360,36,55000,8,2,1971-02-01,RC
4472,67,560,56,131000,4,1,1990-06-01,RC
4473,2,880,50,114000,10,8,1975-12-01,RC
4474,16,1120,38,120000,3,3,2001-11-01,RC
4475,2,800,32,68000,5,3,1989-10-01,RC
4476,10,720,65,126500,8,3,1999-01-01,RC
4477,1,880,24,94000,10,6,2003-10-01,RC
4478,30,480,63,108000,3,2,1991-11-01,鉄骨
4479,52,680,27,44000,5,4,1997-05-01,RC
4480,96,880,15,44000,3,3,1992-04-01,RC
4481,85,840,35,106000,9,5,1987-10-01,RC
4482,12,240,19,63000,5,5,1983-05-01,RC
4483,52,400,33,66000,5,1,2001-12-01,RC
4484,59,1000,56,95000,5,2,1989-03-01,RC
4485,10,1640,22,78500,6,4,2009-12-01,RC
4486,46,360,17,97000,8,3,2013-03-01,RC
4487,12,1360,23,68000,4,4,1993-10-01,鉄骨
4488,10,280,62,91000,4,2,1992-12-01,RC
4489,90,600,38,166000,12,8,2014-04-01,RC
4490,10,840,34,93000,4,4,1988-12-01,RC
4491,35,1200,53,94000,7,2,2014-07-01,RC
4492,99,400,27,88000,5,3,2015-07-01,鉄骨
4493,2,440,23,94000,15,6,2016-05-01,RC
4494,1,440,21,115000,13,10,2015-02-01,RC
4495,62,920,19,122000,5,5,1971-12-01,RC
4496,45,1120,19,82000,9,5,2010-04-01,RC
4497,52,600,29,65000,14,7,2007-05-01,RC
4498,59,2080,25,70000,3,2,1986-02-01,鉄骨
4499,1,520,23,114000,11,9,2006-04-01,RC
4500,14,520,28,98000,7,2,2016-10-01,鉄骨
4501,19,960,35,105000,4,2,2013-03-01,RC
4502,96,640,17,90000,4,3,2004-09-01,鉄骨
4503,45,1040,33,82000,10,8,2008-04-01,RC
4504,50,680,29,72000,3,1,1998-03-01,RC
4505,72,920,22,63000,3,3,1989-04-01,鉄骨
4506,66,920,26,87000,10,7,2008-05-01,RC
4507,72,440,23,59000,10,2,1991-12-01,RC
4508,99,440,20,73000,8,2,1989-03-01,RC
4509,19,880,33,92000,10,2,1999-10-01,RC
4510,6,800,24,100500,8,8,2000-01-01,RC
4511,12,200,20,72000,5,3,1980-02-01,RC
4512,46,720,10,63000,6,3,1991-04-01,RC
4513,22,1160,35,112000,5,1,2004-03-01,鉄骨
4514,21,520,55,128000,13,3,2010-01-01,RC
4515,48,720,68,179000,9,3,1996-07-01,RC
4516,28,320,31,91000,4,4,2009-03-01,鉄骨
4517,65,720,13,88000,3,1,2006-02-01,RC
4518,2,920,12,76000,4,2,1988-02-01,RC
4519,10,1120,56,103000,8,5,1985-03-01,RC
4520,1,960,35,149000,14,2,2002-12-01,RC
4521,99,200,72,196000,3,1,1989-12-01,RC
4522,48,1240,32,124000,7,5,2016-05-01,RC
4523,50,720,24,111000,3,2,1989-03-01,RC
4524,18,640,99,240000,12,9,2005-12-01,RC
4525,100,760,8,51000,4,4,1972-12-01,RC
4526,29,840,20,92000,12,2,2000-03-01,RC
4527,46,400,23,86000,3,1,2000-10-01,鉄骨
4528,9,1360,21,129000,10,4,2001-01-01,RC
4529,32,1085,27,90000,15,11,2008-10-01,RC
4530,12,560,36,275000,26,9,2014-10-01,RC
4531,19,920,34,172000,8,3,2000-07-01,RC
4532,14,400,21,132000,8,3,2004-10-01,RC
4533,99,1000,29,69000,4,2,1968-02-01,RC
4534,99,440,38,88000,4,3,1974-11-01,RC
4535,29,1560,39,147000,11,1,1980-02-01,RC
4536,48,440,18,108500,14,7,2013-09-01,RC
4537,23,1000,44,143000,10,9,1983-04-01,RC
4538,52,1880,38,67000,3,2,1984-04-01,RC
4539,1,880,22,75330,14,10,1982-08-01,RC
4540,23,280,33,209000,25,8,2008-11-01,RC
4541,17,680,40,151000,12,2,2006-08-01,鉄骨
4542,5,1000,59,182000,9,3,2004-02-01,RC
4543,48,200,16,82000,5,4,1984-08-01,RC
4544,18,400,31,191200,10,5,2015-04-01,RC
4545,69,680,18,65000,3,3,1997-02-01,鉄骨
4546,72,320,23,89000,8,6,2003-12-01,RC
4547,48,760,29,111000,6,3,2013-06-01,RC
4548,66,680,13,123000,14,3,2006-02-01,RC
4549,99,840,19,67000,3,2,1987-01-01,鉄骨
4550,6,640,78,567000,10,4,2019-10-01,RC
4551,66,640,25,99500,12,6,2004-01-01,RC
4552,90,680,33,95000,9,6,2017-08-01,RC
4553,44,2360,38,93000,4,3,1974-02-01,RC
4554,38,440,50,215000,29,19,2019-07-01,RC
4555,44,360,70,155000,3,2,1996-02-01,RC
4556,18,960,31,104000,6,6,1997-05-01,RC
4557,46,880,23,93000,5,3,2011-08-01,RC
4558,98,720,43,148000,10,3,2004-07-01,RC
4559,44,680,62,177000,11,3,1997-02-01,RC
4560,6,560,34,171000,13,2,2005-09-01,RC
4561,32,400,21,75000,3,3,1996-01-01,鉄骨
4562,2,760,29,131000,12,9,2007-12-01,RC
4563,45,600,20,92000,6,4,2000-06-01,RC
4564,83,600,15,69000,3,3,1993-04-01,鉄骨
4565,83,520,17,76000,4,2,1985-04-01,鉄骨
4566,99,880,11,74000,3,2,1994-04-01,RC
4567,52,1080,32,86000,4,3,2007-04-01,RC
4568,46,1040,48,145000,3,2,2006-10-01,鉄骨
4569,12,480,19,81000,4,2,1980-04-01,RC
4570,52,600,31,68000,3,2,1987-02-01,RC
4571,12,760,41,125000,4,2,1997-05-01,RC
4572,54,560,14,132000,11,6,2006-03-01,RC
4573,20,440,23,114000,5,2,1999-03-01,RC
4574,16,1000,27,68000,4,3,1988-02-01,RC
4575,96,1000,29,141500,8,6,2010-04-01,RC
4576,36,560,16,95000,13,11,2004-02-01,RC
4577,18,920,12,55000,11,11,1975-04-01,RC
4578,16,400,18,81000,11,4,2014-01-01,RC
4579,2,1120,19,54000,3,3,1969-10-01,RC
4580,19,840,39,148500,2,1,1990-06-01,RC
4581,2,480,26,81000,13,5,1982-04-01,RC
4582,14,920,141,243000,5,5,1987-04-01,RC
4583,100,560,17,82000,3,3,2018-03-01,鉄骨
4584,72,720,14,54000,3,2,1978-05-01,鉄骨
4585,14,280,54,163000,13,8,1987-10-01,RC
4586,29,400,57,307000,6,5,2003-01-01,RC
4587,22,1000,25,68000,4,3,1988-12-01,RC
4588,6,840,53,168000,8,3,2001-04-01,RC
4589,69,640,39,118000,3,3,1988-10-01,RC
4590,83,440,31,78000,11,6,1999-05-01,RC
4591,17,440,14,67000,9,4,1973-08-01,RC
4592,83,760,21,104000,13,4,2009-09-01,RC
4593,10,480,32,87000,5,4,1971-05-01,RC
4594,83,600,26,91000,3,3,1989-06-01,鉄骨
4595,67,680,21,93000,3,2,2016-03-01,RC
4596,60,200,49,174000,10,4,2019-11-01,RC
4597,35,360,16,95000,11,5,2005-03-01,RC
4598,30,1480,26,65000,3,1,1988-09-01,RC
4599,12,480,47,102000,3,3,1982-12-01,鉄骨
4600,44,1720,25,105000,3,1,1996-01-01,RC
4601,18,1080,52,167000,15,12,1991-06-01,RC
4602,23,560,17,96500,11,7,2014-04-01,RC
4603,62,640,35,146000,8,7,1986-09-01,RC
4604,12,120,33,79000,9,4,1980-03-01,RC
4605,90,240,53,198000,9,8,2005-05-01,RC
4606,12,920,47,127000,10,5,1998-10-01,RC
4607,17,760,18,137000,11,6,2016-11-01,RC
4608,28,1040,12,88000,14,2,2006-04-01,RC
4609,6,680,45,139000,9,9,2004-10-01,RC
4610,96,680,42,89000,3,2,1989-01-01,鉄骨
4611,1,800,14,77000,10,7,1996-03-01,RC
4612,37,400,55,237000,12,10,2019-10-01,RC
4613,17,680,34,112000,12,8,2003-01-01,RC
4614,83,120,33,161000,12,12,1999-02-01,RC
4615,6,1360,261,786000,20,20,2008-02-01,RC
4616,99,360,42,74000,5,4,1965-10-01,RC
4617,99,320,37,85000,5,3,1989-08-01,RC
4618,46,1200,30,88000,4,3,1999-10-01,RC
4619,83,720,40,166000,22,18,2009-04-01,RC
4620,32,680,47,99000,3,3,2020-04-01,RC
4621,18,440,29,146000,9,4,2006-05-01,RC
4622,23,1000,44,125000,6,5,1974-09-01,RC
4623,36,160,54,190000,10,10,2005-09-01,RC
4624,46,1440,25,95000,4,1,1964-03-01,RC
4625,99,280,16,67000,4,3,1989-10-01,RC
4626,50,480,21,78000,11,3,2003-05-01,RC
4627,14,640,20,116000,6,4,2006-05-01,RC
4628,59,1320,19,62000,3,2,1992-04-01,鉄骨
